"","x"
"1",0.504241729568454
"2",0.529750977576447
"3",0.524713959527396
"4",0.555320926224596
"5",0.534336215936578
"6",0.514855395661067
"7",0.501138278170989
"8",0.536100265704546
"9",0.560066214332122
"10",0.558252061070846
"11",0.620152115182934
"12",0.597066823478579
"13",0.585804086952306
"14",0.619589390783667
"15",0.592928930056648
"16",0.568629719562812
"17",0.544980432897586
"18",0.658133379803527
"19",0.680373121192872
"20",0.769725418337723
"21",0.726153081405765
"22",0.688324834106242
"23",1.03113193681712
"24",1.86131652270387
"25",1.83553211785408
"26",1.70563425718715
"27",2.15482367382241
"28",2.05408994097264
"29",1.95600941655081
"30",1.80517827353296
"31",1.73249282251371
"32",1.65547769773366
"33",1.52967330071284
"34",1.43555421566343
"35",1.34838061111526
"36",1.24867062046619
"37",1.28982279957947
"38",1.26391985312952
"39",1.2749475523982
"40",1.26140675491189
"41",1.28219804951738
"42",1.19987708244425
"43",1.17726672545784
"44",1.09419497977379
"45",1.01665789359074
"46",0.956457477971083
"47",1.08583233913111
"48",1.01187268792635
"49",0.979453033587061
"50",0.943467673659958
"51",0.880884151309105
"52",0.825210671311567
"53",0.954137919221237
"54",0.891978425742075
"55",0.84012761092169
"56",1.24591243158049
"57",1.41141107933198
"58",1.63041806164011
"59",1.65189372398797
"60",1.53251588082157
"61",1.49855878374639
"62",1.63644293990297
"63",1.57752448686064
"64",1.51353669862588
"65",1.41890755885337
"66",1.56579600541468
"67",1.45114438262473
"68",1.46844385412362
"69",1.37816805021733
"70",1.30640402491968
"71",1.21822709519349
"72",1.16267532971685
"73",1.14074410793673
"74",1.0592976389544
"75",1.01334473270627
"76",1.00505109680256
"77",0.935319183870071
"78",1.0218587557098
"79",0.951721996267325
"80",0.959101437702038
"81",0.893894820435617
"82",0.898988138072727
"83",0.842147542396919
"84",0.841957953087303
"85",0.795387154233508
"86",0.87307194999735
"87",0.82265237559398
"88",0.77127259573209
"89",0.798784296411969
"90",0.816499072902528
"91",0.765927213584883
"92",0.719599147914483
"93",0.734960742146349
"94",0.703276050741455
"95",0.66591030711626
"96",0.642137942897313
"97",0.658423718193224
"98",0.639616835882499
"99",0.614024491865764
"100",0.59254606336169
"101",0.576099109779534
"102",0.718390441134097
"103",0.811451318426484
"104",0.811732131218506
"105",0.849970281256259
"106",0.807530404930506
"107",0.756942095032461
"108",0.769709987143501
"109",0.724828814837525
"110",0.689095445347136
"111",0.650759853920053
"112",0.617561994641152
"113",0.613247751531963
"114",0.58668831695219
"115",0.563164243708384
"116",0.548793182171693
"117",0.555118921901892
"118",0.53275192632528
"119",0.576776608630895
"120",0.552458592093172
"121",0.76052809642382
"122",0.716738263170729
"123",0.761173705498036
"124",0.744572117236221
"125",0.699579418709984
"126",0.665575788464383
"127",0.664239227950508
"128",0.695280632143768
"129",0.717952779709745
"130",0.741539139553725
"131",0.704629411569689
"132",0.726797384754857
"133",0.747572391772474
"134",0.702354535151826
"135",0.665139657061246
"136",0.640663489500013
"137",0.609641176889087
"138",0.605731486284341
"139",0.579293017946731
"140",0.554143094875026
"141",0.552323430232069
"142",0.616143608699913
"143",0.60206534846765
"144",0.635738544323972
"145",0.650335732946422
"146",0.635296462703642
"147",0.605671461055872
"148",0.597474741924436
"149",0.587640500601664
"150",0.5699424000861
"151",0.550148758788848
"152",0.528014169981779
"153",0.513846420400779
"154",0.577851318757565
"155",0.579221973182101
"156",0.592791349177256
"157",0.646538676808726
"158",0.669651793355131
"159",0.639853006107451
"160",0.609449937469781
"161",0.581253121754045
"162",0.555667234744441
"163",0.53924402489321
"164",0.55704724586808
"165",0.593791104832374
"166",0.565296098205969
"167",0.571649106524627
"168",0.579415446549101
"169",0.552925186056884
"170",0.536648744802313
"171",0.531713413157901
"172",0.536610698900219
"173",0.52642403472675
"174",0.507842501474797
"175",0.503210005592949
"176",0.48564902455189
"177",0.500946824785413
"178",0.483698903196066
"179",0.526054260001417
"180",0.535056438482489
"181",0.51344226919467
"182",0.563318250504812
"183",0.539128949372782
"184",0.541121541661746
"185",0.524099159997812
"186",0.526040056423002
"187",0.511788674623323
